06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.peekType(KXmlParser.java:979)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:346)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:310)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.parsePackets(PacketReader.java:321)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.access$1(PacketReader.java:216)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader$1.run(PacketReader.java:70)
06-25 08:56:28.812   280 17423 I qtaguid : Failed write_ctrl(u 70) res=-1 errno=22
06-25 08:56:28.812   280 17423 I qtaguid : Untagging socket 70 failed errno=-22
06-25 08:56:28.812   280 17423 W NetworkManagementSocketTagger: untagSocket(70) failed with errno -22
06-25 08:56:29.250  1207  1207 D wpa_supplicant: EAP: EAP entering state SEND_RESPONSE
06-25 08:56:29.250  1207  1207 D wpa_supplicant: EAP: EAP entering state IDLE
06-25 08:56:29.250  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RESPONSE
06-25 08:56:29.250  1207  1207 D wpa_supplicant: EAPOL: txSuppRsp
06-25 08:56:29.250  1207  1207 D wpa_supplicant: TX EAPOL: dst=d0:c2:82:7e:30:a0
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAPOL: Received EAP-Packet frame
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state REQUEST
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAPOL: getSuppRsp
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP: EAP entering state RECEIVED
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP: Received EAP-Request id=10 method=25 vendor=0 vendorMethod=0
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP: EAP entering state METHOD
06-25 08:56:29.254  1207  1207 D wpa_supplicant: SSL: Received packet(len=43) - Flags 0x00
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP-PEAP: received 37 bytes encrypted data for Phase 2
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP-PEAP: received Phase 2: code=1 identifier=10 length=5
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP-PEAP: Phase 2 Request: type=1
06-25 08:56:29.254  1207  1207 D wpa_supplicant: SSL: 74 bytes left to be sent out (of total 74 bytes)
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP: method process -> ignore=FALSE methodState=MAY_CONT decision=FAIL
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP: EAP entering state SEND_RESPONSE
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAP: EAP entering state IDLE
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RESPONSE
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAPOL: txSuppRsp
06-25 08:56:29.254  1207  1207 D wpa_supplicant: TX EAPOL: dst=d0:c2:82:7e:30:a0
06-25 08:56:29.254  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAPOL: Received EAP-Packet frame
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state REQUEST
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAPOL: getSuppRsp
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP: EAP entering state RECEIVED
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP: Received EAP-Request id=11 method=25 vendor=0 vendorMethod=0
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP: EAP entering state METHOD
06-25 08:56:29.257  1207  1207 D wpa_supplicant: SSL: Received packet(len=59) - Flags 0x00
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP-PEAP: received 53 bytes encrypted data for Phase 2
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP-PEAP: received Phase 2: code=1 identifier=11 length=30
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP-PEAP: Phase 2 Request: type=26
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP-PEAP: Selected Phase 2 EAP vendor 0 method 26
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP-MSCHAPV2: RX identifier 11 mschapv2_id 11
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP-MSCHAPV2: Received challenge
06-25 08:56:29.257  1207  1207 D wpa_supplicant: EAP-MSCHAPV2: Generating Challenge Response
06-25 08:56:29.261  1207  1207 D wpa_supplicant: EAP-MSCHAPV2: TX identifier 11 mschapv2_id 11 (response)
06-25 08:56:29.265  1207  1207 D wpa_supplicant: SSL: 122 bytes left to be sent out (of total 122 bytes)
06-25 08:56:29.265  1207  1207 D wpa_supplicant: EAP: method process -> ignore=FALSE methodState=MAY_CONT decision=FAIL
06-25 08:56:29.265  1207  1207 D wpa_supplicant: EAP: EAP entering state SEND_RESPONSE
06-25 08:56:29.265  1207  1207 D wpa_supplicant: EAP: EAP entering state IDLE
06-25 08:56:29.265  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RESPONSE
06-25 08:56:29.265  1207  1207 D wpa_supplicant: EAPOL: txSuppRsp
06-25 08:56:29.265  1207  1207 D wpa_supplicant: TX EAPOL: dst=d0:c2:82:7e:30:a0
06-25 08:56:29.265  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-25 08:56:29.265  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 08:56:29.265  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 08:56:29.265  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c03 len=20
06-25 08:56:29.265  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 08:56:29.265  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 08:56:29.265  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c02 len=26
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAPOL: Received EAP-Packet frame
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state REQUEST
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAPOL: getSuppRsp
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP: EAP entering state RECEIVED
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP: Received EAP-Request id=12 method=25 vendor=0 vendorMethod=0
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP: EAP entering state METHOD
06-25 08:56:29.394  1207  1207 D wpa_supplicant: SSL: Received packet(len=91) - Flags 0x00
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP-PEAP: received 85 bytes encrypted data for Phase 2
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP-PEAP: received Phase 2: code=1 identifier=12 length=51
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP-PEAP: Phase 2 Request: type=26
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP-MSCHAPV2: RX identifier 12 mschapv2_id 11
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP-MSCHAPV2: Received success
06-25 08:56:29.394  1207  1207 I wpa_supplicant: EAP-MSCHAPV2: Authentication succeeded
06-25 08:56:29.394  1207  1207 D wpa_supplicant: SSL: 74 bytes left to be sent out (of total 74 bytes)
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP: method process -> ignore=FALSE methodState=MAY_CONT decision=FAIL
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP: EAP entering state SEND_RESPONSE
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAP: EAP entering state IDLE
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RESPONSE
06-25 08:56:29.394  1207  1207 D wpa_supplicant: EAPOL: txSuppRsp
06-25 08:56:29.394  1207  1207 D wpa_supplicant: TX EAPOL: dst=d0:c2:82:7e:30:a0
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAPOL: Received EAP-Packet frame
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state REQUEST
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAPOL: getSuppRsp
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP: EAP entering state RECEIVED
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP: Received EAP-Request id=13 method=25 vendor=0 vendorMethod=0
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP: EAP entering state METHOD
06-25 08:56:29.406  1207  1207 D wpa_supplicant: SSL: Received packet(len=43) - Flags 0x00
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP-PEAP: received 37 bytes encrypted data for Phase 2
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP-PEAP: received Phase 2: code=1 identifier=13 length=11
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP-PEAP: Phase 2 Request: type=33
06-25 08:56:29.406  1207  1207 I wpa_supplicant: EAP-TLV: TLV Result - Success - EAP-TLV/Phase2 Completed
06-25 08:56:29.406  1207  1207 D wpa_supplicant: SSL: 74 bytes left to be sent out (of total 74 bytes)
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP: method process -> ignore=FALSE methodState=DONE decision=UNCOND_SUCC
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP: EAP entering state SEND_RESPONSE
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAP: EAP entering state IDLE
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RESPONSE
06-25 08:56:29.406  1207  1207 D wpa_supplicant: EAPOL: txSuppRsp
06-25 08:56:29.406  1207  1207 D wpa_supplicant: TX EAPOL: dst=d0:c2:82:7e:30:a0
06-25 08:56:29.410  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAPOL: Received EAP-Packet frame
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state REQUEST
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAPOL: getSuppRsp
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAP: EAP entering state RECEIVED
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAP: Received EAP-Success
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAP: EAP entering state SUCCESS
06-25 08:56:29.414  1207  1207 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-SUCCESS EAP authentication completed successfully
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state RECEIVE
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state SUCCESS
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state IDLE
06-25 08:56:29.414  1207  1207 D wpa_supplicant: EAPOL: Ignoring WPA EAPOL-Key frame in EAPOL state machines
06-25 08:56:29.425  1207  1207 D wpa_supplicant: EAPOL: Successfully fetched key (len=32)
06-25 08:56:29.429  1207  1207 D wpa_supplicant: RSN: added PMKSA cache entry for d0:c2:82:7e:30:a0
06-25 08:56:29.468  1207  1207 D wpa_supplicant: WPA: PTK derivation - A1=78:d6:f0:71:a5:f6 A2=d0:c2:82:7e:30:a0
06-25 08:56:29.472  1207  1207 D wpa_supplicant: EAPOL: Ignoring WPA EAPOL-Key frame in EAPOL state machines
06-25 08:56:29.472  1207  1207 D wpa_supplicant: wpa_driver_wext_set_key: alg=3 key_idx=0 set_tx=1 seq_len=6 key_len=16
06-25 08:56:29.472  1207  1207 D wpa_supplicant: EAPOL: External notification - portValid=1
06-25 08:56:29.472  1207  1207 D wpa_supplicant: EAPOL: SUPP_PAE entering state AUTHENTICATED
06-25 08:56:29.472  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Authorized
06-25 08:56:29.472  1207  1207 D wpa_supplicant: EAPOL authentication completed successfully
06-25 08:56:29.472  1207  1207 D wpa_supplicant: wpa_driver_wext_set_key: alg=2 key_idx=1 set_tx=0 seq_len=6 key_len=32
06-25 08:56:29.476  1207  1207 I wpa_supplicant: wlan0: WPA: Key negotiation completed with d0:c2:82:7e:30:a0 [PTK=CCMP GTK=TKIP]
06-25 08:56:29.476  1207  1207 I wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED - Connection to d0:c2:82:7e:30:a0 completed (reauth) [id=0 id_str=]
06-25 08:56:29.476  1207  1207 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->1 (UP)
06-25 08:56:29.476  1207  1207 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-25 08:56:29.476  1207  1207 D wpa_supplicant: EAPOL: External notification - portValid=1
06-25 08:56:29.476  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 08:56:29.476  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 08:56:29.484  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 08:56:29.484  1207  1207 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-25 08:56:29.488  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 08:56:29.488  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c09 len=32
06-25 08:56:29.488  1207  1207 D wpa_supplicant: PMKID candidate wireless event: flags=0x0 index=0 bssid=d0:c2:82:7e:30:a0
06-25 08:56:29.488  1207  1207 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-25 08:56:29.492  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd BTCOEXMODE 1 len = 4096
06-25 08:56:29.636  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 08:56:29.636  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd GETPOWER len = 4096
06-25 08:56:29.640  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd powermode = 0 len = 13, 13
06-25 08:56:29.640  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 1 len = 4096
06-25 08:56:29.652  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 08:56:30.015  1207  1207 D wpa_supplicant: EAPOL: startWhen --> 0
06-25 08:56:30.070  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-25 08:56:30.082  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 08:56:30.086  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd BTCOEXMODE 2 len = 4096
06-25 08:56:30.086  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 08:56:30.105   142   198 D ConnectivityService: ConnectivityChange for WIFI: CONNECTED/CONNECTED
06-25 08:56:30.125  1795  1795 I PhoneLab-WiFiReceiver: Wi-Fi is connected!
06-25 08:56:30.125  1795  1795 I PhoneLab-WiFiReceiver: SSID: UB_Secure BSSID: d0:c2:82:7e:30:a0 RSSI: -200 LinkSpeed: -1
06-25 08:56:30.125  1795  1795 I PhoneLab-Locks: wake lock acquired
06-25 08:56:30.129  1795  1795 I PhoneLab-UploadLogs: Transfering log files now
06-25 08:56:30.132  1795  1795 I PhoneLab-UploadLogs: No log files to transfer
06-25 08:56:30.132  1795  1795 I PhoneLab-Locks: wake lock released
06-25 08:56:30.144  1795  1795 I PhoneLab-UploadLogs: OnStartCommand
06-25 08:56:30.148   142   193 W NetworkStats: dropping UID delta from unknown iface: iface=wlan0 uid=0 set=DEFAULT tag=0x0 rxBytes=0 rxPackets=0 txBytes=216 txPackets=3 operations=0
06-25 08:56:30.418   334   334 D SAN_SERVICE: *******************************************
06-25 08:56:30.418   334   334 D SAN_SERVICE: DM App Phone Service State - 0
06-25 08:56:30.418   334   334 D SAN_SERVICE: *******************************************
06-25 08:56:31.109   142   198 D ConnectivityService: NetTransition Wakelock for WifiStateMachine released by timeout
06-25 08:56:31.578   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 08:56:31.593   280   280 I GTalkService/c: [AndroidEndpoint@1094506296] connect: acct=1000000, state=CONNECTING
06-25 08:56:31.597   280   280 I GTalkService/c: [GTalkConnection@1093828680] connect: acct=1, state=CONNECTING
06-25 08:56:31.632 16596 16596 I MediaUploader: No need to wake up
06-25 08:56:31.636  1795  1795 I PhoneLab-WiFiReceiver: Wi-Fi is disconnected!
06-25 08:56:31.672 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 08:56:31.675 16368 16639 D PicasaSyncManager: background data: true
06-25 08:56:31.777   142   144 D dalvikvm: GC_CONCURRENT freed 1560K, 20% free 16584K/20679K, paused 2ms+7ms
06-25 08:56:31.820 16251 16253 D dalvikvm: GC_CONCURRENT freed 465K, 7% free 10792K/11527K, paused 12ms+2ms
06-25 08:56:32.293   280   282 D dalvikvm: GC_CONCURRENT freed 546K, 7% free 11083K/11911K, paused 17ms+5ms
06-25 08:56:32.808   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=0
06-25 08:56:33.160   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 08:56:33.269 16596 16596 I MediaUploader: No need to wake up
06-25 08:56:33.343 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 08:56:33.343 16368 16639 D PicasaSyncManager: background data: true
06-25 08:56:33.379   142   293 D dalvikvm: GC_EXPLICIT freed 395K, 21% free 16356K/20679K, paused 2ms+5ms
06-25 08:56:33.715   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=100
06-25 08:56:35.281  1207  1207 D wpa_supplicant: Ignore event for foreign ifindex 2
06-25 08:56:35.379   142   198 D ConnectivityService: ConnectivityChange for mobile: CONNECTED/CONNECTED
06-25 08:56:35.422   142   198 D NetUtils: android_net_utils_resetConnections in env=0x5bb278 clazz=0x21100001 iface=rmnet0 mask=0x3
06-25 08:56:35.422   142   198 D ConnectivityService: ConnectivityChange for mobile: DISCONNECTED/DISCONNECTED
06-25 08:56:35.422   142   198 D ConnectivityService: Attempting to switch to WIFI
06-25 08:56:35.422   142   198 D ConnectivityService: Attempting to switch to WIMAX
06-25 08:56:35.422   142   198 D ConnectivityService: Attempting to switch to BLUETOOTH_TETHER
06-25 08:56:35.422   142   198 D ConnectivityService: resetConnections(rmnet0, 3)
06-25 08:56:35.730  1207  1207 D wpa_supplicant: Ignore event for foreign ifindex 2
06-25 08:56:38.019 16251 17460 W System.err: java.lang.InterruptedException
06-25 08:56:38.023 16251 17460 W System.err: 	at java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireInterruptibly(AbstractQueuedSynchronizer.java:1198)
06-25 08:56:38.023 16251 17460 W System.err: 	at java.util.concurrent.locks.ReentrantLock.lockInterruptibly(ReentrantLock.java:311)
06-25 08:56:38.023 16251 17460 W System.err: 	at java.util.concurrent.LinkedBlockingQueue.put(LinkedBlockingQueue.java:309)
06-25 08:56:38.023 16251 17460 W System.err: 	at org.jivesoftware.smack.PacketWriter.sendPacket(PacketWriter.java:156)
06-25 08:56:38.023 16251 17460 W System.err: 	at org.jivesoftware.smack.XMPPConnection.shutdown(XMPPConnection.java:410)
06-25 08:56:38.023 16251 17460 W System.err: 	at org.jivesoftware.smack.XMPPConnection.disconnect(XMPPConnection.java:465)
06-25 08:56:38.023 16251 17460 W System.err: 	at org.jivesoftware.smack.Connection.disconnect(Connection.java:476)
06-25 08:56:38.027 16251 17460 W System.err: 	at com.xabber.android.data.connection.ConnectionThread.authorization(ConnectionThread.java:243)
06-25 08:56:38.027 16251 17460 W System.err: 	at com.xabber.android.data.connection.ConnectionThread.access$5(ConnectionThread.java:207)
06-25 08:56:38.027 16251 17460 W System.err: 	at com.xabber.android.data.connection.ConnectionThread$7.run(ConnectionThread.java:197)
06-25 08:56:38.027 16251 17460 W System.err: 	at com.xabber.android.data.connection.ConnectionThread$13.run(ConnectionThread.java:362)
06-25 08:56:38.027 16251 17460 W System.err: 	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:442)
06-25 08:56:38.027 16251 17460 W System.err: 	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:305)
06-25 08:56:38.027 16251 17460 W System.err: 	at java.util.concurrent.FutureTask.run(FutureTask.java:137)
06-25 08:56:38.027 16251 17460 W System.err: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1076)
06-25 08:56:38.027 16251 17460 W System.err: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:569)
06-25 08:56:38.027 16251 17460 W System.err: 	at java.lang.Thread.run(Thread.java:856)
06-25 08:56:38.972   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 08:56:39.062   334   334 D SAN_SERVICE: *******************************************
06-25 08:56:39.062   334   334 D SAN_SERVICE: DM App Phone Service State - 0
06-25 08:56:39.062   334   334 D SAN_SERVICE: *******************************************
06-25 08:56:39.070   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 08:56:39.101 16596 16596 I MediaUploader: No need to wake up
06-25 08:56:39.160 16596 16596 I MediaUploader: No need to wake up
06-25 08:56:39.187 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 08:56:39.187 16368 16639 D PicasaSyncManager: background data: true
06-25 08:56:39.195 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 08:56:39.199 16368 16639 D PicasaSyncManager: background data: true
06-25 08:56:39.535   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=100
06-25 08:56:39.734   334   334 D SAN_SERVICE: *******************************************
06-25 08:56:39.734   334   334 D SAN_SERVICE: DM App Phone Service State - 0
06-25 08:56:39.734   334   334 D SAN_SERVICE: *******************************************
06-25 08:56:40.156 17023 17025 D dalvikvm: GC_CONCURRENT freed 441K, 13% free 9522K/10823K, paused 2ms+2ms
06-25 08:56:41.105 17023 17025 D dalvikvm: GC_CONCURRENT freed 356K, 12% free 9587K/10823K, paused 4ms+4ms
06-25 08:56:41.328 17023 17483 D dalvikvm: GC_FOR_ALLOC freed 346K, 12% free 9616K/10823K, paused 16ms
06-25 08:56:41.554 16251 16253 D dalvikvm: GC_CONCURRENT freed 475K, 7% free 10785K/11527K, paused 13ms+2ms
06-25 08:56:48.007   142   173 I power   : *** set_screen_state 1
06-25 08:56:48.035  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 08:56:48.035  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 08:56:48.035  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 08:56:48.062  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd RSSI len = 248
06-25 08:56:48.062  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd UB_Secure rssi -90  len = 19, 19
06-25 08:56:48.062  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd LINKSPEED len = 248
06-25 08:56:48.062  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd LinkSpeed 72 len = 12, 12
06-25 08:56:48.066  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-25 08:56:48.066  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
06-25 08:56:48.066  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-25 08:56:48.070  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
