06-19 14:05:56.963  9586 10390 D PicasaSyncManager: sync complete: SyncResult: stats []
06-19 14:18:22.854  8632  8632 I PhoneLab-WiFiReceiver: Wi-Fi is disconnected!
06-19 14:18:22.913  8710  8712 D dalvikvm: GC_CONCURRENT freed 421K, 7% free 10460K/11143K, paused 2ms+5ms
06-19 14:18:25.647   328   328 D SAN_SERVICE: *******************************************
06-19 14:18:25.647   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:18:25.647   328   328 D SAN_SERVICE: *******************************************
06-19 14:18:28.655   142   199 D ConnectivityService: ConnectivityChange for mobile: CONNECTED/CONNECTED
06-19 14:18:28.792   142   144 D dalvikvm: GC_CONCURRENT freed 1520K, 23% free 15564K/20039K, paused 2ms+14ms
06-19 14:18:28.831   142   195 D NetworkPolicy: applying policy NetworkPolicy[NetworkTemplate: matchRule=MOBILE_ALL, subscriberId=valid]: cycleDay=8, warningBytes=2147483648, limitBytes=-1, lastSnooze=-1 to ifaces [rmnet0]
06-19 14:18:29.655   142   199 D ConnectivityService: NetTransition Wakelock for WifiStateMachine released by timeout
06-19 14:18:30.268   304   304 I wpa_supplicant: wlan0: Authentication with d0:c2:82:84:8d:50 timed out.
06-19 14:18:30.659   328   328 D SAN_SERVICE: *******************************************
06-19 14:18:30.659   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:18:30.659   328   328 D SAN_SERVICE: *******************************************
06-19 14:18:31.725   142   203 D Tethering: MasterInitialState.processMessage what=3
06-19 14:18:31.776  8710  8710 I GTalkService/c: [AndroidEndpoint@1094386528] connect: acct=1000000, state=CONNECTING
06-19 14:18:31.780  8710  8710 I GTalkService/c: [GTalkConnection@1094441464] connect: acct=1, state=CONNECTING
06-19 14:18:31.811   304   304 I wpa_supplicant: wlan0: Trying to associate with d0:c2:82:84:8d:50 (SSID='UB_Secure' freq=2462 MHz)
06-19 14:18:31.827  9586  9600 D PicasaSyncManager: active network: NetworkInfo: type: mobile[CDMA - EvDo rev. A], state: CONNECTED/CONNECTED, reason: (unspecified), extra: , roaming: false, failover: true, isAvailable: true
06-19 14:18:31.827  9586  9600 D PicasaSyncManager: background data: true
06-19 14:18:31.952  9606  9606 I MediaUploader: No need to wake up
06-19 14:18:35.631  8710  8712 D dalvikvm: GC_CONCURRENT freed 341K, 6% free 10505K/11143K, paused 7ms+2ms
06-19 14:18:35.928   142   199 D ConnectivityService: handleInetConditionHoldEnd: net=0, condition=100, published condition=0
06-19 14:18:41.827   304   304 I wpa_supplicant: wlan0: Authentication with d0:c2:82:84:8d:50 timed out.
06-19 14:18:43.393   304   304 I wpa_supplicant: wlan0: Trying to associate with d0:c2:82:2d:e4:b0 (SSID='UB_Secure' freq=2412 MHz)
06-19 14:18:52.073   142   159 I ActivityManager: Start proc com.glu.deerhuntnew for broadcast com.glu.deerhuntnew/com.glu.plugins.NotificationReceiver: pid=10476 uid=10069 gids={3003, 1015}
06-19 14:18:52.081 10476 10476 I dalvikvm: Turning on JNI app bug workarounds for target SDK version 7...
06-19 14:18:52.194   142   142 I ActivityManager: No longer want com.google.android.apps.maps:MapsBackgroundService (pid 9777): hidden #16
06-19 14:18:52.210   142   330 W ActivityManager: Scheduling restart of crashed service com.google.android.apps.maps/com.google.googlenav.networkinitiated.NetworkInitiatedService in 5690506ms
06-19 14:18:53.534   304   304 I wpa_supplicant: wlan0: Authentication with d0:c2:82:2d:e4:b0 timed out.
06-19 14:18:55.088   304   304 I wpa_supplicant: wlan0: Trying to associate with d0:c2:82:66:6b:f0 (SSID='UB_Secure' freq=2462 MHz)
06-19 14:18:55.268    75   110 D NetlinkEvent: Unexpected netlink message. type=0xf
06-19 14:19:02.085   142   154 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 14:19:05.213   304   304 I wpa_supplicant: wlan0: Authentication with d0:c2:82:66:6b:f0 timed out.
06-19 14:19:06.463   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:06.463   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:06.467   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:06.756   304   304 I wpa_supplicant: wlan0: Trying to associate with d0:c2:82:2d:e4:b0 (SSID='UB_Secure' freq=2412 MHz)
06-19 14:19:06.760   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:06.760   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:06.760   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:06.897   304   304 I wpa_supplicant: wlan0: Associated with d0:c2:82:2d:e4:b0
06-19 14:19:06.897   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-STARTED EAP authentication started
06-19 14:19:06.905   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-PROPOSED-METHOD vendor=0 method=4 -> NAK
06-19 14:19:06.909    75   110 D NetlinkEvent: Unexpected netlink message. type=0x30
06-19 14:19:06.913   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-PROPOSED-METHOD vendor=0 method=25
06-19 14:19:06.913   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-METHOD EAP vendor 0 method 25 (PEAP) selected
06-19 14:19:06.963   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-PEER-CERT depth=2 subject='/C=US/O=Entrust.net/OU=www.entrust.net/CPS incorp. by ref. (limits liab.)/OU=(c) 1999 Entrust.net Limited/CN=Entrust.net Secure Server Certification Authority'
06-19 14:19:06.967   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-PEER-CERT depth=2 subject='/C=US/O=Entrust.net/OU=www.entrust.net/CPS incorp. by ref. (limits liab.)/OU=(c) 1999 Entrust.net Limited/CN=Entrust.net Secure Server Certification Authority'
06-19 14:19:06.971   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-PEER-CERT depth=1 subject='/C=US/ST=UT/L=Salt Lake City/O=The USERTRUST Network/CN=USERTrust Legacy Secure Server CA'
06-19 14:19:06.979   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-PEER-CERT depth=0 subject='/C=US/postalCode=14260/ST=New York/L=Buffalo/street=305 Computing Center/O=SUNY AT BUFFALO/OU=Issued through UNIVERSITY AT BUFFALO E-PKI Manager/OU=Comodo PremiumSSL Legacy/CN=radius2.cit.buffalo.edu'
06-19 14:19:07.151   304   304 I wpa_supplicant: EAP-MSCHAPV2: Authentication succeeded
06-19 14:19:07.159   304   304 I wpa_supplicant: EAP-TLV: TLV Result - Success - EAP-TLV/Phase2 Completed
06-19 14:19:07.167   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-SUCCESS EAP authentication completed successfully
06-19 14:19:07.221    75   110 D NetlinkEvent: Unexpected netlink message. type=0xf
06-19 14:19:07.233   304   304 I wpa_supplicant: wlan0: WPA: Key negotiation completed with d0:c2:82:2d:e4:b0 [PTK=CCMP GTK=TKIP]
06-19 14:19:07.233   304   304 I wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED - Connection to d0:c2:82:2d:e4:b0 completed (reauth) [id=0 id_str=]
06-19 14:19:07.510   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:07.510   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:07.510   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:07.553   328   331 D dalvikvm: GC_CONCURRENT freed 371K, 6% free 9478K/10055K, paused 1ms+2ms
06-19 14:19:07.897   142   199 D ConnectivityService: ConnectivityChange for WIFI: CONNECTED/CONNECTED
06-19 14:19:07.897   142   199 D ConnectivityService: Policy requires mobile teardown
06-19 14:19:07.932  8632  8632 I PhoneLab-WiFiReceiver: Wi-Fi is connected!
06-19 14:19:07.932  8632  8632 I PhoneLab-WiFiReceiver: SSID: UB_Secure BSSID: d0:c2:82:2d:e4:b0 RSSI: -200 LinkSpeed: -1
06-19 14:19:07.932  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 14:19:07.940  8632  8632 I PhoneLab-UploadLogs: Transfering log files now
06-19 14:19:07.987   142   199 D ConnectivityService: ConnectivityChange for mobile: DISCONNECTED/DISCONNECTED
06-19 14:19:07.995   142   199 D ConnectivityService: Attempting to switch to WIFI
06-19 14:19:07.995   142   199 D ConnectivityService: Attempting to switch to WIMAX
06-19 14:19:07.995   142   199 D ConnectivityService: Attempting to switch to BLUETOOTH_TETHER
06-19 14:19:08.003   142   199 D ConnectivityService: resetConnections(rmnet0, 3)
06-19 14:19:08.006   142   199 D NetUtils: android_net_utils_resetConnections in env=0x162cc50 clazz=0xbe600001 iface=rmnet0 mask=0x3
06-19 14:19:08.010   142   194 W NetworkStats: dropping UID delta from unknown iface: iface=wlan0 uid=0 set=DEFAULT tag=0x0 rxBytes=0 rxPackets=0 txBytes=76 txPackets=1 operations=0
06-19 14:19:08.022  8632  8635 D dalvikvm: GC_CONCURRENT freed 519K, 18% free 9234K/11207K, paused 2ms+6ms
06-19 14:19:08.057  8632  8632 D dalvikvm: GC_FOR_ALLOC freed 273K, 17% free 9362K/11207K, paused 14ms
06-19 14:19:08.116  8632  8635 D dalvikvm: GC_CONCURRENT freed 129K, 16% free 9482K/11207K, paused 2ms+2ms
06-19 14:19:08.139  8632  8632 I PhoneLab-UploadLogs: OnStartCommand
06-19 14:19:08.171  8710 10473 W Smack/Packet: notify conn break (IOEx), close connection
06-19 14:19:08.178  8632  8635 D dalvikvm: GC_CONCURRENT freed 303K, 14% free 9691K/11207K, paused 1ms+2ms
06-19 14:19:08.284   142   144 D dalvikvm: GC_CONCURRENT freed 1831K, 24% free 15342K/20039K, paused 2ms+11ms
06-19 14:19:08.299  8632 10518 D dalvikvm: GC_FOR_ALLOC freed 302K, 14% free 9715K/11207K, paused 120ms
06-19 14:19:08.327  8710 10473 I qtaguid : Failed write_ctrl(u 22) res=-1 errno=22
06-19 14:19:08.327  8632 10518 D dalvikvm: GC_FOR_ALLOC freed 300K, 14% free 9715K/11207K, paused 14ms
06-19 14:19:08.327  8710 10473 I qtaguid : Untagging socket 22 failed errno=-22
06-19 14:19:08.331  8710 10473 W NetworkManagementSocketTagger: untagSocket(22) failed with errno -22
06-19 14:19:08.335   142   199 D ConnectivityService: handleInetConditionChange: net=0 != default=1 - ignore
06-19 14:19:08.346  8632 10518 D dalvikvm: GC_FOR_ALLOC freed 301K, 14% free 9716K/11207K, paused 19ms
06-19 14:19:08.741  8632  8632 I PhoneLab-: 1340129175288.log is deleted
06-19 14:19:08.741  8632  8632 I PhoneLab-: Response: {"data": "done", "err": ""}
06-19 14:19:08.745  8632  8632 I PhoneLab-UploadLogs: No log files to transfer
06-19 14:19:08.749  8632  8632 I PhoneLab-Locks: wake lock released
06-19 14:19:11.010   142   203 D Tethering: MasterInitialState.processMessage what=3
06-19 14:19:11.085   142   203 D Tethering: MasterInitialState.processMessage what=3
06-19 14:19:11.088  8710  8710 I GTalkService/c: [AndroidEndpoint@1094386528] connect: acct=1000000, state=CONNECTING
06-19 14:19:11.088   142   203 D Tethering: MasterInitialState.processMessage what=3
06-19 14:19:11.092  8710  8710 I GTalkService/c: [GTalkConnection@1094441464] connect: acct=1, state=CONNECTING
06-19 14:19:11.100  9586  9600 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-19 14:19:11.100  9586  9600 D PicasaSyncManager: background data: true
06-19 14:19:11.190   142  3582 D dalvikvm: GC_EXPLICIT freed 164K, 24% free 15264K/20039K, paused 3ms+7ms
06-19 14:19:11.221  9606  9606 I MediaUploader: No need to wake up
06-19 14:19:11.280  9606  9606 I MediaUploader: No need to wake up
06-19 14:19:11.323  9606  9606 I MediaUploader: No need to wake up
06-19 14:19:11.350  9586  9600 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-19 14:19:11.350  9586  9600 D PicasaSyncManager: background data: true
06-19 14:19:11.389  8710  8712 D dalvikvm: GC_CONCURRENT freed 405K, 6% free 10516K/11143K, paused 2ms+3ms
06-19 14:19:12.237   142   199 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=0
06-19 14:19:12.553  9630  9632 D dalvikvm: GC_CONCURRENT freed 387K, 7% free 9354K/9991K, paused 56ms+4ms
06-19 14:19:13.592  8710  8712 D dalvikvm: GC_CONCURRENT freed 376K, 6% free 10528K/11143K, paused 2ms+3ms
06-19 14:19:14.221   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:14.221   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:14.225   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:14.424   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:14.424   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:14.424   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:16.460   142   964 D AlarmManagerService: Kernel timezone updated to 240 minutes west of GMT
06-19 14:19:27.229   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:27.229   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:27.229   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:32.210   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:32.210   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:32.210   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:57.729   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:57.729   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:57.729   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:57.936   328   328 D SAN_SERVICE: *******************************************
06-19 14:19:57.936   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:19:57.936   328   328 D SAN_SERVICE: *******************************************
06-19 14:20:04.413   328   328 D SAN_SERVICE: *******************************************
06-19 14:20:04.413   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 14:20:04.413   328   328 D SAN_SERVICE: *******************************************
