06-27 17:30:14.722 11775 11789 D PicasaPhotoCP: set fsid first time:-1
06-27 17:30:14.867 11775 11794 D PicasaSync: sync account database
06-27 17:30:14.917 11795 11795 I ActivityThread: Pub com.google.android.apps.docs.files: com.google.android.apps.docs.sync.filemanager.FileProvider
06-27 17:30:14.925 11795 11795 I ActivityThread: Pub com.google.android.apps.docs.doclist.search_suggest: com.google.android.apps.docs.doclist.DocListGlobalSearchSuggestionProvider
06-27 17:30:14.996 11795 11795 V /ContextScope.java:112: 17:30:14.997 main Contexts in the main scope map after inserting com.google.android.apps.docs.editors.EditorsApplication@4135dc30: com.google.android.apps.docs.editors.EditorsApplication@4135dc30
06-27 17:30:15.101 11795 11797 D dalvikvm: GC_CONCURRENT freed 226K, 4% free 9310K/9607K, paused 6ms+2ms
06-27 17:30:15.281 11795 11797 D dalvikvm: GC_CONCURRENT freed 500K, 6% free 9355K/9927K, paused 1ms+2ms
06-27 17:30:15.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:15.449 11795 11797 D dalvikvm: GC_CONCURRENT freed 539K, 7% free 9378K/9991K, paused 2ms+6ms
06-27 17:30:15.550 11775 11794 D PicasaSync: accounts in DB=1
06-27 17:30:15.566 11795 11797 D dalvikvm: GC_CONCURRENT freed 472K, 6% free 9417K/9991K, paused 2ms+3ms
06-27 17:30:15.718  5975  5976 D dalvikvm: GC_CONCURRENT freed 1925K, 26% free 17896K/24071K, paused 9ms+5ms
06-27 17:30:15.746 11795 11797 D dalvikvm: GC_CONCURRENT freed 544K, 7% free 9436K/10055K, paused 2ms+3ms
06-27 17:30:15.812 11775 11794 D PicasaSyncManager: active network: NetworkInfo: type: mobile[CDMA - EvDo rev. A], state: CONNECTED/CONNECTED, reason: (unspecified), extra: , roaming: false, failover: true, isAvailable: true
06-27 17:30:15.875 11795 11797 D dalvikvm: GC_CONCURRENT freed 469K, 6% free 9478K/10055K, paused 2ms+6ms
06-27 17:30:15.968 11775 11794 D PicasaSyncManager: background data: true
06-27 17:30:15.992   142   173 I power   : *** set_screen_state 1
06-27 17:30:16.066 11795 11797 D dalvikvm: GC_CONCURRENT freed 539K, 7% free 9505K/10119K, paused 1ms+5ms
06-27 17:30:16.101   142   173 I WindowManager: Lock screen displayed!
06-27 17:30:16.183    79   119 D SurfaceFlinger: Screen about to return, flinger = 0xf1b918
06-27 17:30:16.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:16.332 11795 11797 D dalvikvm: GC_CONCURRENT freed 425K, 6% free 9591K/10119K, paused 2ms+3ms
06-27 17:30:16.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:16.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:16.566  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:16.609 11795 11797 D dalvikvm: GC_CONCURRENT freed 440K, 6% free 9673K/10183K, paused 1ms+3ms
06-27 17:30:17.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:17.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:17.066  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:17.093 11795 11797 D dalvikvm: GC_CONCURRENT freed 503K, 6% free 9759K/10311K, paused 3ms+13ms
06-27 17:30:17.132   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK >
06-27 17:30:17.144    82   122 D AudioHardware: AudioHardware pcm playback is exiting standby.
06-27 17:30:17.144    82   122 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
06-27 17:30:17.238   212   212 D PhoneStatusBar: disable: < expand icons alerts ticker system_info back* home* recent clock* >
06-27 17:30:17.242   212   212 V PhoneStatusBar: setLightsOn(true)
06-27 17:30:17.320   368  1299 D NfcService: NFC-C ON
06-27 17:30:17.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:17.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:17.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:17.578  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:17.671 11795 11797 D dalvikvm: GC_CONCURRENT freed 511K, 6% free 9789K/10375K, paused 7ms+3ms
06-27 17:30:17.894 11795 11797 D dalvikvm: GC_CONCURRENT freed 524K, 6% free 9772K/10375K, paused 2ms+3ms
06-27 17:30:17.929 11795 11795 D /Ln.java:220: 17:30:17.934 main Configuring Logging, minimum log level is INFO
06-27 17:30:17.968 11795 11795 D DocListDatabase: openHelper points on new database: DocList.db
06-27 17:30:17.968 11795 11795 D DocListDatabase: in openWriteDatabase
06-27 17:30:18.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:18.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:18.031  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:18.066   310   310 I wpa_supplicant: wlan0: Authentication with 58:35:d9:38:bc:11 timed out.
06-27 17:30:18.066   310   310 D wpa_supplicant: Added BSSID 58:35:d9:38:bc:11 into blacklist
06-27 17:30:18.066   310   310 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->0 (DORMANT)
06-27 17:30:18.066   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=5
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: External notification - portEnabled=0
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: External notification - portValid=0
06-27 17:30:18.066   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:18.078 11795 11795 W ND      : Could not load Finalizer in its own class loader. Loading Finalizer in the current class loader instead. As a result, you will not be able to garbage collect this class loader. To support reclaiming this class loader, either resolve the underlying issue, or move Google Collections to your system class path.
06-27 17:30:18.078 11795 11795 W ND      : java.io.FileNotFoundException: com/google/inject/internal/Finalizer.class
06-27 17:30:18.078 11795 11795 W ND      : 	at NE.a(FinalizableReferenceQueue.java:269)
06-27 17:30:19.074   310   310 D wpa_supplicant: WPS:  * Device Name
06-27 17:30:19.074   310   310 D wpa_supplicant: WPS:  * Version2 (0x20)
06-27 17:30:19.074   310   310 D wpa_supplicant: wpa_driver_wext_combo_scan: Start
06-27 17:30:19.074   310   310 D wpa_supplicant: For Scan: (null)
06-27 17:30:19.132   310   310 D wpa_supplicant: Scan requested (ret=0) - scan timeout 30 seconds
06-27 17:30:19.289  5975  5976 D dalvikvm: GC_CONCURRENT freed 2011K, 26% free 17849K/24071K, paused 2ms+5ms
06-27 17:30:19.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:19.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:19.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:19.519  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:19.613   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:30:19.613   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:30:19.613   310   310 D wpa_supplicant: Wireless event: cmd=0x8b19 len=8
06-27 17:30:19.613   310   310 D wpa_supplicant: Received 0 bytes of scan results (0 BSSes)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID 58:35:d9:38:bc:11 from blacklist (clear)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID 00:1e:bd:66:f2:61 from blacklist (clear)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID e8:ba:70:f9:e1:51 from blacklist (clear)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID 00:1a:a2:dc:8c:11 from blacklist (clear)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID 00:14:a9:c8:31:11 from blacklist (clear)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID 00:1f:27:54:a8:11 from blacklist (clear)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID 00:00:00:00:00:00 from blacklist (clear)
06-27 17:30:19.613   310   310 D wpa_supplicant: Removed BSSID e8:40:40:cc:10:41 from blacklist (clear)
06-27 17:30:19.628 11775 11778 D dalvikvm: GC_CONCURRENT freed 128K, 3% free 9993K/10247K, paused 2ms+62ms
06-27 17:30:20.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:20.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:20.074  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:20.308    82   122 D AudioHardware: AudioHardware pcm playback is going to standby.
06-27 17:30:20.308    82   122 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
06-27 17:30:20.320   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:20.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:20.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:20.511 11775 11790 D dalvikvm: GC_FOR_ALLOC freed 275K, 4% free 10148K/10567K, paused 30ms
06-27 17:30:20.515  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:20.519 11775 11790 I dalvikvm-heap: Grow heap (frag case) to 10.227MB for 260112-byte allocation
06-27 17:30:20.539 11775 11790 D dalvikvm: GC_FOR_ALLOC freed 126K, 6% free 10276K/10823K, paused 21ms
06-27 17:30:20.699 11775 11790 D dalvikvm: GC_FOR_ALLOC freed 311K, 6% free 10214K/10823K, paused 42ms
06-27 17:30:20.722 11775 11790 D dalvikvm: GC_FOR_ALLOC freed 62K, 6% free 10278K/10823K, paused 18ms
06-27 17:30:20.722 11775 11790 I dalvikvm-heap: Grow heap (frag case) to 10.353MB for 260112-byte allocation
06-27 17:30:20.742 11775 11790 D dalvikvm: GC_FOR_ALLOC freed 126K, 7% free 10406K/11079K, paused 18ms
06-27 17:30:20.769 11775 11790 D dalvikvm: GC_FOR_ALLOC freed 369K, 7% free 10405K/11079K, paused 18ms
06-27 17:30:20.785 11775 11790 D dalvikvm: GC_FOR_ALLOC freed 126K, 5% free 10533K/11079K, paused 18ms
06-27 17:30:21.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:21.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:21.011  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:21.027 11775 11778 D dalvikvm: GC_CONCURRENT freed 317K, 4% free 10639K/11079K, paused 2ms+2ms
06-27 17:30:21.136 11775 11778 D dalvikvm: GC_CONCURRENT freed 97K, 2% free 10989K/11207K, paused 2ms+2ms
06-27 17:30:21.324   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:21.515   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:21.515  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:21.671  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:22.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:22.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:22.019  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:22.324   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:22.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:22.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:22.503 11775 11778 D dalvikvm: GC_CONCURRENT freed 222K, 3% free 11309K/11655K, paused 38ms+45ms
06-27 17:30:22.531  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:22.789  5975  5976 D dalvikvm: GC_CONCURRENT freed 2002K, 26% free 17835K/24071K, paused 2ms+6ms
06-27 17:30:23.000   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:23.000  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:23.015  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:23.199 11775 11778 D dalvikvm: GC_CONCURRENT freed 306K, 4% free 11694K/12103K, paused 2ms+2ms
06-27 17:30:23.324   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:23.500   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:23.500  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:23.554  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:24.003   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:24.003  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:24.015  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:24.324   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:24.789   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:24.789  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:24.828  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:25.011   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:25.011  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:25.066  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:25.328   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:25.503   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:25.503  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:25.531  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:26.003   142   158 I Process : Sending signal. PID: 5975 SIG: 3
06-27 17:30:26.003  5975  5977 I dalvikvm: threadid=3: reacting to signal 3
06-27 17:30:26.035  5975  5977 I dalvikvm: Wrote stack traces to '/data/anr/traces.txt'
06-27 17:30:26.039   142   158 W ActivityManager: Activity idle timeout for ActivityRecord{41ad9540 com.amazon.kindle/com.amazon.kcp.reader.StandAloneBookReaderActivity}
06-27 17:30:26.234  5975  5976 D dalvikvm: GC_CONCURRENT freed 1964K, 26% free 17854K/24071K, paused 7ms+5ms
06-27 17:30:26.328   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:27.183  5975  5975 D dalvikvm: GC_FOR_ALLOC freed 3152K, 31% free 16614K/24071K, paused 37ms
06-27 17:30:27.332   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:27.695   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-27 17:30:27.695   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
06-27 17:30:27.714   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-27 17:30:27.722   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-27 17:30:27.722   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-27 17:30:27.722   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
06-27 17:30:27.722   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-27 17:30:27.722   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-27 17:30:28.152  5975  5976 D dalvikvm: GC_CONCURRENT freed 772K, 26% free 17865K/24071K, paused 9ms+12ms
06-27 17:30:28.328   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:28.347   142   154 W InputManagerService: Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4134b9e0
06-27 17:30:29.328   310   310 D wpa_supplicant: EAPOL: authWhile --> 0
06-27 17:30:29.328   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:29.492 11697 11699 D dalvikvm: GC_CONCURRENT freed 285K, 4% free 9734K/10119K, paused 11ms+3ms
06-27 17:30:30.332   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:30.828   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=0, condition=100, published condition=0
06-27 17:30:31.335   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:31.800 10019 10043 D dalvikvm: GC_EXPLICIT freed 358K, 6% free 10136K/10759K, paused 30ms+3ms
06-27 17:30:31.843   142   159 I ActivityManager: Start proc com.google.android.talk for broadcast com.google.android.talk/.ConnectionStateOnlineReceiver: pid=11836 uid=10046 gids={3003, 1015, 1006, 3002}
06-27 17:30:31.855   142   154 I ActivityManager: Process com.sirma.mobile.bible.android:com.urbanairship.push.process (pid 11711) has died.
06-27 17:30:32.121   142   145 D dalvikvm: GC_CONCURRENT freed 1761K, 25% free 19060K/25095K, paused 3ms+19ms
06-27 17:30:32.125 11836 11836 I ActivityThread: Pub com.google.android.talk.SuggestionProvider: com.google.android.talk.SuggestionsProvider
06-27 17:30:32.183   142   153 I ActivityManager: Process com.android.providers.calendar (pid 11625) has died.
06-27 17:30:32.332   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:32.355 11739 11741 D dalvikvm: GC_CONCURRENT freed 435K, 6% free 9422K/9991K, paused 14ms+3ms
06-27 17:30:32.593 11836 11836 D vclib:CallStateClient: startListening
06-27 17:30:32.683 11836 11839 D dalvikvm: GC_CONCURRENT freed 197K, 3% free 9339K/9607K, paused 31ms+3ms
06-27 17:30:33.335   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:34.335   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:34.636   310   310 D wpa_supplicant: WPS: Building WPS IE for Probe Request
06-27 17:30:34.636   310   310 D wpa_supplicant: WPS:  * Version (hardcoded 0x10)
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Request Type
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Config Methods (2388)
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * UUID-E
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Primary Device Type
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * RF Bands (3)
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Association State
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Configuration Error (0)
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Device Password ID (0)
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Manufacturer
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Model Name
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Model Number
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Device Name
06-27 17:30:34.648   310   310 D wpa_supplicant: WPS:  * Version2 (0x20)
06-27 17:30:34.648   310   310 D wpa_supplicant: wpa_driver_wext_combo_scan: Start
06-27 17:30:34.648   310   310 D wpa_supplicant: For Scan: (null)
06-27 17:30:34.710   310   310 D wpa_supplicant: Scan requested (ret=0) - scan timeout 30 seconds
06-27 17:30:34.972   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-27 17:30:34.972   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
06-27 17:30:34.976   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-27 17:30:34.976   310   310 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-27 17:30:35.199   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:30:35.199   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:30:35.199   310   310 D wpa_supplicant: Wireless event: cmd=0x8b19 len=8
06-27 17:30:35.199   310   310 D wpa_supplicant: Received 0 bytes of scan results (0 BSSes)
06-27 17:30:35.347   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:36.347   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:37.343   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:38.207 10019 10021 D dalvikvm: GC_CONCURRENT freed 311K, 6% free 10211K/10759K, paused 2ms+3ms
06-27 17:30:38.343   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:38.835   142   376 D dalvikvm: GC_EXPLICIT freed 1078K, 28% free 18126K/25095K, paused 3ms+8ms
06-27 17:30:39.347   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:40.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:41.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:42.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:43.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:44.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:45.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:46.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:47.351   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:48.355   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:49.355   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS: Building WPS IE for Probe Request
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * Version (hardcoded 0x10)
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * Request Type
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * Config Methods (2388)
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * UUID-E
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * Primary Device Type
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * RF Bands (3)
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * Association State
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * Configuration Error (0)
06-27 17:30:50.203   310   310 D wpa_supplicant: WPS:  * Device Password ID (0)
06-27 17:30:50.207   310   310 D wpa_supplicant: WPS:  * Manufacturer
06-27 17:30:50.207   310   310 D wpa_supplicant: WPS:  * Model Name
06-27 17:30:50.207   310   310 D wpa_supplicant: WPS:  * Model Number
06-27 17:30:50.207   310   310 D wpa_supplicant: WPS:  * Device Name
06-27 17:30:50.207   310   310 D wpa_supplicant: WPS:  * Version2 (0x20)
06-27 17:30:50.207   310   310 D wpa_supplicant: wpa_driver_wext_combo_scan: Start
06-27 17:30:50.207   310   310 D wpa_supplicant: For Scan: (null)
06-27 17:30:50.265   310   310 D wpa_supplicant: Scan requested (ret=0) - scan timeout 30 seconds
06-27 17:30:50.355   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:50.773   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:30:50.773   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:30:50.773   310   310 D wpa_supplicant: Wireless event: cmd=0x8b19 len=8
06-27 17:30:50.785   310   310 D wpa_supplicant: Scan results did not fit - trying larger buffer (8192 bytes)
06-27 17:30:50.792   310   310 D wpa_supplicant: Received 4368 bytes of scan results (26 BSSes)
06-27 17:30:50.832   310   310 D wpa_supplicant: wlan0: Request association: reassociate: 1  selected: d0:c2:82:66:67:31  bssid: 00:00:00:00:00:00  pending: 00:00:00:00:00:00  wpa_state: SCANNING
06-27 17:30:50.832   310   310 I wpa_supplicant: wlan0: Trying to associate with d0:c2:82:66:67:31 (SSID='UB_Secure' freq=2462 MHz)
06-27 17:30:50.835   310   310 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->0 (DORMANT)
06-27 17:30:50.835   310   310 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=5
06-27 17:30:50.843   310   310 D wpa_supplicant: wpa_driver_wext_associate
06-27 17:30:50.843   310   310 D wpa_supplicant: wpa_driver_wext_set_drop_unencrypted
06-27 17:30:50.851   310   310 D wpa_supplicant: wpa_driver_wext_set_psk
06-27 17:30:50.964   310   310 D wpa_supplicant: EAPOL: External notification - EAP success=0
06-27 17:30:50.964   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:50.964   310   310 D wpa_supplicant: EAPOL: External notification - EAP fail=0
06-27 17:30:50.964   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:50.964   310   310 D wpa_supplicant: EAPOL: External notification - portControl=Auto
06-27 17:30:50.964   310   310 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-27 17:30:50.964   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:30:50.964   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:30:50.964   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:30:50.972   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:30:50.972   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:30:50.976   310   310 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-27 17:30:50.976   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:30:50.976   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:30:50.976   310   310 D wpa_supplicant: Wireless event: cmd=0x8b06 len=8
06-27 17:30:50.976   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:30:50.976   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:30:50.976   310   310 D wpa_supplicant: Wireless event: cmd=0x8b04 len=12
06-27 17:30:50.976   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-27 17:30:50.976   310   310 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-27 17:30:50.976   310   310 D wpa_supplicant: Wireless event: cmd=0x8b1a len=17
06-27 17:30:50.976   310   310 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
